"","dim","fid","BSqi.1","BSrr.1","CMA-CSA.1","fmincon.1","fminunc.1","HCMA.1","HMLSL.1","IPOP400D.1","MCS.1","MLSL.1","OQNLP.1","SMAC-BBOB.1"
"1",2,1,18.4333333333333,18.4333333333333,30.3333333333333,18.5333333333333,17.8333333333333,17.6666666666667,18.5333333333333,28.2,19.2666666666667,18.5333333333333,19.7333333333333,19.0666666666667
"2",2,2,5.85436893203883,6.10679611650485,22.0679611650485,6.80582524271845,9.33009708737864,14.0873786407767,6.80582524271845,27.1650485436893,8.00970873786408,6.80582524271845,7.33009708737864,36690.3225806452
"3",2,3,2.24069478908189,2.31265508684864,46.6079404466501,29.4491315136476,27.4416873449132,3.98263027295285,10.0669975186104,24.3858560794045,9.87593052109181,28.12158808933,14.7096774193548,36690.3225806452
"4",2,4,2.01214574898785,2.04858299595142,193.271255060729,20.3684210526316,25.3562753036437,5.11336032388664,57.746963562753,30.8198380566802,14.748987854251,43.9311740890688,62.9757085020243,36690.3225806452
"5",2,5,24.0454545454545,24.0454545454545,28.2727272727273,26.5909090909091,25.6818181818182,24.1818181818182,26.5909090909091,27.7272727272727,23.7272727272727,26.5909090909091,26.8181818181818,23.9090909090909
"6",2,6,179.727164887308,276.862396204034,6.63345195729537,2.77935943060498,3.78291814946619,7.77935943060498,2.77935943060498,5.58718861209964,42.2348754448399,2.77935943060498,3.46619217081851,36690.3225806452
"7",2,7,36690.3225806452,36690.3225806452,1.53475935828877,71.496256684492,72.620320855615,1.69625668449198,3.57219251336898,2.46844919786096,2.79786096256685,93.7985739750444,2.31978609625668,4.01069518716578
"8",2,8,510.51948051948,391.926406926407,14.3246753246753,3.76190476190476,3.57575757575758,10.4545454545455,3.76190476190476,10.0909090909091,3.16450216450216,3.76190476190476,3.67965367965368,36690.3225806452
"9",2,9,36690.3225806452,1480.78787878788,14.4545454545455,4.03030303030303,4.2969696969697,10.7878787878788,4.03030303030303,12.1939393939394,4.35757575757576,4.03030303030303,4.16969696969697,36690.3225806452
"10",2,10,36690.3225806452,518.531468531468,16.1818181818182,4.4965034965035,7.13986013986014,10.2657342657343,4.4965034965035,19.6993006993007,384.818181818182,4.4965034965035,8.02097902097902,36690.3225806452
"11",2,11,298.686131386861,152.883211678832,16.4452554744526,4.64963503649635,6.35766423357664,11.2335766423358,4.64963503649635,23.1970802919708,624.963503649635,4.64963503649635,16.8759124087591,36690.3225806452
"12",2,12,154.776376146789,41.7240061162079,7.03211009174312,2.14678899082569,2.63761467889908,9.34403669724771,2.14678899082569,6.02064220183486,29.2064220183486,2.14678899082569,3.47247706422018,36690.3225806452
"13",2,13,1093.995215311,36690.3225806452,8.98086124401914,3.39234449760766,306.483253588517,6.86602870813397,3.39234449760766,11.5454545454545,583.389154704945,3.39234449760766,5.36363636363636,36690.3225806452
"14",2,14,19.7699115044248,16.9380530973451,8.15929203539823,5.42477876106195,5.82300884955752,8.84070796460177,5.42477876106195,8.19469026548673,6.21238938053097,5.42477876106195,5.89380530973451,9.27433628318584
"15",2,15,41.8542939852043,36690.3225806452,2.62013509166935,1.28304921196526,5.12479897073014,1.70311997426825,2.58089417819235,2.4260212286909,2.49179800578964,4.29655837889997,1.16082341588935,36690.3225806452
"16",2,16,34.9212271973466,50.4311774461028,4.62603648424544,24.7564262023217,34.8291873963516,2.14179104477612,11.5364842454395,1.41459369817579,6.2089552238806,17.5381426202322,18.6829740187949,36690.3225806452
"17",2,17,24.0965998945704,27.706905640485,1.70479704797048,243.529256721139,44.0063257775435,2.33737480231945,8.40274117026885,1.26357406431207,4.21349499209278,246.254612546125,7.93305218766473,36690.3225806452
"18",2,18,36690.3225806452,36690.3225806452,1.17295053614666,36690.3225806452,36690.3225806452,3.43341404358353,17.8695952957454,3.06641300588032,19.6641300588032,36690.3225806452,36690.3225806452,36690.3225806452
"19",2,19,245.55625,96.675,67.33125,4.125,67.98125,121.2375,4.125,73.6875,9.875,4.125,41.7734375,15.75
"20",2,20,16.3885854724194,10.1709448388859,4.23211359912616,4.07755324959039,3.19825232113599,18.600764609503,2.97596941561988,36690.3225806452,1.27307482250137,1.66684871654833,4.25832878208629,36690.3225806452
"21",2,21,25.5684389140271,38.9630467571644,23.9683257918552,3.00904977375566,2.65837104072398,11.2217194570136,2.58823529411765,5.65328054298643,28.5294117647059,2.16515837104072,2.7579185520362,2.13122171945701
"22",2,22,313.662420382166,414.891719745223,36.887898089172,1.82165605095541,2.14140127388535,7.67643312101911,2.17197452229299,6.75477707006369,9,2.20764331210191,2.46114649681529,1.63694267515924
"23",2,23,62.3596574690771,36690.3225806452,6.32778306374881,2.03615604186489,62.9543292102759,5.89391056137012,1.84443387250238,5.67316841103711,14.8101807802093,1.23786869647954,5.08147002854424,36690.3225806452
"24",2,24,8.35304659498208,36690.3225806452,36690.3225806452,12.0066564260113,3.91193036354327,183.649769585253,12.0762928827445,36690.3225806452,5.63304318143029,5.57462877624168,1.02560163850486,36690.3225806452
"25",3,1,20.85,20.85,38.825,20.675,19.875,19.75,20.675,35.275,21.125,20.675,21.625,22.2
"26",3,2,6.31914893617021,6.52482269503546,26.2198581560284,7.95744680851064,11.6808510638298,12.2695035460993,7.95744680851064,33.3475177304965,11.0851063829787,7.95744680851064,8.42553191489362,36690.3225806452
"27",3,3,2.17142857142857,2.12781954887218,101.787969924812,185.071428571429,520.87969924812,6.18345864661654,12.6766917293233,36690.3225806452,77.8857142857143,160.947368421053,39.5714285714286,36690.3225806452
"28",3,4,1.83060109289617,1.68306010928962,36690.3225806452,233.816029143898,130.933515482696,1766.55054644809,14.3670309653916,36690.3225806452,144.330601092896,111.17941712204,36690.3225806452,36690.3225806452
"29",3,5,24.1212121212121,24.1212121212121,30.1515151515152,27.1212121212121,25.9090909090909,24.3333333333333,27.1212121212121,30.4848484848485,23.7272727272727,27.1212121212121,25.7575757575758,23.9393939393939
"30",3,6,203.994565217391,580.978260869565,3.74068322981366,2.16459627329193,3.27173913043478,5.37577639751553,2.22670807453416,4.25776397515528,104.893245341615,2.22670807453416,3.49068322981366,36690.3225806452
"31",3,7,265.527082119977,282.725684333139,1.43680838672103,151.397786837507,36690.3225806452,1.47058823529412,4.9009900990099,1.90681421083285,6.08619685497962,36690.3225806452,5.78334304018637,36690.3225806452
"32",3,8,281.670822942643,558.93391521197,9.2643391521197,2.87032418952618,3.31920199501247,6.98254364089776,2.87032418952618,13.9401496259352,15.7581047381546,2.87032418952618,3.27930174563591,36690.3225806452
"33",3,9,579.23590504451,36690.3225806452,10.1810089020772,3.29376854599407,3.22551928783383,9.70029673590504,3.29376854599407,11.7210682492582,4.58456973293768,3.29376854599407,3.28189910979228,36690.3225806452
"34",3,10,36690.3225806452,36690.3225806452,12.6632996632997,3.52525252525253,5.81481481481481,7.67340067340067,3.52525252525253,16.2020202020202,36690.3225806452,3.52525252525253,13.2457912457912,36690.3225806452
"35",3,11,36690.3225806452,36690.3225806452,22.0537634408602,5.03225806451613,17.3172043010753,11.489247311828,5.03225806451613,27.5430107526882,3673.06451612903,5.03225806451613,22.1935483870968,36690.3225806452
"36",3,12,36690.3225806452,47.4911190053286,7.46447602131439,1.66607460035524,2.03818827708703,4.79573712255773,1.67761989342806,11.2936648904677,2.88010657193606,1.67761989342806,14.6625222024867,36690.3225806452
"37",3,13,36690.3225806452,110.741482965932,7.07615230460922,2.50300601202405,2.7875751503006,4.80761523046092,2.50300601202405,9.18236472945892,293.954575818304,2.50300601202405,4.01402805611222,36690.3225806452
"38",3,14,24.3370165745856,27.8342541436464,8.2817679558011,5.14364640883978,5.25414364640884,8.98342541436464,5.14364640883978,10.2209944751381,13.5524861878453,5.14364640883978,5.49723756906077,10.0331491712707
"39",3,15,36690.3225806452,36690.3225806452,1.51871867937506,5.03660214208509,8.92035963446988,2.26844846221873,3.9266237594576,3.60420556156038,4.54013953031345,7.59080934132519,1.07369558809079,36690.3225806452
"40",3,16,57.9244090159427,36690.3225806452,2.00516767454645,111.186366135239,101.497800989554,2.21973611874656,25.6293018141835,1.1236943375481,19.3690901594282,98.9117647058821,36690.3225806452,36690.3225806452
"41",3,17,47.179203539823,40.5223697148476,2.1243854473943,36690.3225806452,36690.3225806452,3.79941002949852,11.7241887905605,1.36873156342183,19.295476892822,36690.3225806452,48.4783677482793,36690.3225806452
"42",3,18,36690.3225806452,36690.3225806452,1.10349109976542,36690.3225806452,36690.3225806452,2.09203808472471,7.98675313923003,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"43",3,19,5.71498332539304,19.9028108623154,1.71119580752739,9.30717008099095,6.46027870414483,3.48189614101953,8.43282515483564,1.03573130061934,1.64707003334921,13.0902810862315,1.14787994282992,36690.3225806452
"44",3,20,18.8573910525554,11.8782394672072,2.77805125235269,3.76478934414363,3.59782829014044,3.1117996235703,1.06515129578688,36690.3225806452,3.56594758940206,3.27841320399595,1.44158100477776,36690.3225806452
"45",3,21,136.486607142857,170.788392857143,3.83517857142858,2.18785714285714,1.99660714285714,2.58589285714286,2.08607142857143,3.17589285714287,5.42410714285715,1.66071428571429,1.72299107142857,1.40178571428571
"46",3,22,174.261404779146,231.354091238233,248.489017620082,1.54308472121651,1.88341781317886,77.902244750181,2.21506154960174,36690.3225806452,2.12889210716872,3.60028964518465,1.74800868935554,2.37871107892831
"47",3,23,36690.3225806452,36690.3225806452,2.6176132278936,1.08245866283249,36690.3225806452,2.4588066139468,1.05391804457225,1.93853342918763,11.629493170381,1.15736879942487,4.81488138030194,36690.3225806452
"48",3,24,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,249.072265625,6.25353422619047,36690.3225806452,36690.3225806452,36690.3225806452,1.02092633928571,36690.3225806452
"49",5,1,23.1833333333333,23.1833333333333,41.95,23.0166666666667,21.9166666666667,21.8333333333333,23.0166666666667,41.55,23.4666666666667,23.0166666666667,23.35,24.1333333333333
"50",5,2,6.25210084033613,6.65966386554622,31.7226890756302,8.52100840336134,16.4915966386555,9.09243697478992,9.04201680672269,40.4663865546218,11.3403361344538,9.04201680672269,9.49579831932773,36690.3225806452
"51",5,3,1.9366295264624,1.87047353760446,924.672701949861,36690.3225806452,36690.3225806452,2.50974930362117,20.9895543175487,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"52",5,4,1.58658988070753,1.51419169066228,36690.3225806452,36690.3225806452,36690.3225806452,52.338543809132,56.3019333607569,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"53",5,5,27.5,27.5,32.1041666666667,31.7708333333333,29.2708333333333,27.6666666666667,31.7708333333333,32.8958333333333,27.0833333333333,31.7708333333333,28.5416666666667,27.0416666666667
"54",5,6,319.186824498199,36690.3225806452,2.57334019557385,1.80391147709727,3.62274832732887,2.92177045805455,1.64333504889346,2.69480185280494,45.4561245496655,1.64333504889346,2.3834276891405,36690.3225806452
"55",5,7,36690.3225806452,36690.3225806452,1.26709401709402,36690.3225806452,36690.3225806452,1.54059829059829,6.2042735042735,1.75662393162393,67.642094017094,36690.3225806452,36690.3225806452,36690.3225806452
"56",5,8,36690.3225806452,36690.3225806452,6.50525015441631,2.01173563928351,1.77208153180976,3.13773934527486,2.32180358245831,5.35083384805435,1.96849907350216,1.97529339098209,1.78875849289685,36690.3225806452
"57",5,9,36690.3225806452,36690.3225806452,15.6646971935007,2.98375184638109,2.84638109305761,11.5228951255539,2.98375184638109,13.3515509601182,3.7917282127031,2.98375184638109,2.92909896602659,36690.3225806452
"58",5,10,36690.3225806452,36690.3225806452,11.9104234527687,3.03583061889251,8.71498371335505,6.10260586319218,3.08794788273616,16.0765472312704,36690.3225806452,3.08794788273616,7.27524429967427,36690.3225806452
"59",5,11,36690.3225806452,36690.3225806452,21.7080536912752,5.23489932885906,53.258389261745,11.6912751677852,5.19463087248322,34.2080536912752,36690.3225806452,5.19463087248322,42.3993288590604,36690.3225806452
"60",5,12,66.0267579340386,36690.3225806452,7.9508400746733,1.82887367766024,1.7778469197262,2.98942128189172,1.79215930304916,11.6656295374404,21.6216552582452,1.79215930304916,4.44057249533292,36690.3225806452
"61",5,13,36690.3225806452,36690.3225806452,5.36631234668847,2.02207686017989,2.27228127555192,2.81030253475061,2.02452984464432,7.88552739165985,36690.3225806452,2.02452984464432,6.25592804578904,36690.3225806452
"62",5,14,32.3465703971119,44.6462093862816,10.187725631769,5.51263537906137,6.04693140794224,10,5.51263537906137,10.7509025270758,8.53790613718412,5.51263537906137,5.90974729241877,36690.3225806452
"63",5,15,36690.3225806452,36690.3225806452,1.17659902064718,36690.3225806452,36690.3225806452,1.01577565752941,4.67953329294765,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"64",5,16,36690.3225806452,36690.3225806452,1.06563057859918,36690.3225806452,36690.3225806452,2.44487031397669,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"65",5,17,36690.3225806452,36690.3225806452,3.93748996521274,36690.3225806452,36690.3225806452,2.4997591651057,14.8957987690661,1.26759432700027,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"66",5,18,36690.3225806452,36690.3225806452,1.21487039563438,36690.3225806452,36690.3225806452,1.0609043071526,9.35337897096083,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"67",5,19,36690.3225806452,36690.3225806452,8.30129376566669,36690.3225806452,36690.3225806452,14.8928276865853,11.8400177892779,36690.3225806452,36690.3225806452,36690.3225806452,1.03032263281313,36690.3225806452
"68",5,20,36690.3225806452,36690.3225806452,3.23713407730875,36690.3225806452,36690.3225806452,6.82793142487466,1.02021672327349,36690.3225806452,2.29039301310044,36690.3225806452,1.2386382015203,36690.3225806452
"69",5,21,16.7345065860505,11.1547182034118,14.4633988339452,1.41999568127834,2.81299935219175,24.6659468797236,1.26992010364932,6.17361261066724,7.13819909306845,3.04966529907147,1.31343122435759,2.23709781904556
"70",5,22,180.965688987272,172.466795794134,285.946319867183,1.3458771444383,1.52988378527947,5.49612617598229,2.11289429994466,10.3818483674599,15.4493635860542,1.61289429994466,1.43642778085224,2.11815163254012
"71",5,23,36690.3225806452,36690.3225806452,6.44805221888555,11.5659930764097,36690.3225806452,1.01303386720053,5.0659253003003,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"72",5,24,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,1.00003978287145,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"73",10,1,24.75,24.75,49.0178571428571,24.5267857142857,23.3482142857143,23.3214285714286,24.5267857142857,44.9107142857143,24.5535714285714,24.5267857142857,24.2946428571429,28.8660714285714
"74",10,2,6.33049040511727,6.80383795309169,43.6929637526652,12.4243070362473,32.5714285714286,9.05756929637527,12.5714285714286,86.7590618336887,20.7185501066098,12.5714285714286,11.3518123667377,36690.3225806452
"75",10,3,1.82266794014645,1.79592486469277,36690.3225806452,36690.3225806452,36690.3225806452,2.82712511938873,118.802398386926,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"76",10,4,1.6915152650309,1.46825248173815,36690.3225806452,36690.3225806452,36690.3225806452,4.48267465817569,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"77",10,5,41.359375,41.359375,48.125,48.59375,43.4375,42,48.59375,48.578125,40.640625,48.59375,41.71875,40.0625
"78",10,6,36690.3225806452,36690.3225806452,1.5332134138507,1.4296543749197,2.70756777592188,2.14210458692021,1.32121289991006,1.54798920724656,58.4491841192342,1.32121289991006,3.4732108441475,36690.3225806452
"79",10,7,36690.3225806452,36690.3225806452,1.36489549231932,36690.3225806452,36690.3225806452,1.15739108536892,12.8493452530849,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"80",10,8,36690.3225806452,184.957281553398,4.84233009708738,1.59398058252427,1.78504854368932,2.22174757281553,1.98912621359223,7.08381877022653,2.00330097087379,1.60155339805825,1.48543689320388,36690.3225806452
"81",10,9,36690.3225806452,36690.3225806452,11.688161209068,2.45390428211587,2.25944584382872,5.32443324937028,2.46045340050378,30.823677581864,3.76120906801008,2.46045340050378,2.3088161209068,36690.3225806452
"82",10,10,36690.3225806452,36690.3225806452,8.62553373185312,2.26259607173356,9.76046114432109,2.85525192143467,2.06746370623399,36690.3225806452,36690.3225806452,2.06746370623399,14.1925704526046,36690.3225806452
"83",10,11,36690.3225806452,36690.3225806452,17.0081680280047,3.92765460910152,67.0525087514586,7.8879813302217,3.9171528588098,36.3987747957993,36690.3225806452,3.9171528588098,32.2812135355893,36690.3225806452
"84",10,12,36690.3225806452,36690.3225806452,8.47908745247148,1.92104674569448,1.55915902482666,1.83896220084992,1.91366584656676,23.9599642138224,19.280474166853,1.91366584656676,14.2039812122568,36690.3225806452
"85",10,13,36690.3225806452,36690.3225806452,7.92706600110926,1.71048252911814,2.04298391569606,1.70604547975596,1.69328896283971,10.8786282122389,36690.3225806452,1.69328896283971,3.471436494731,36690.3225806452
"86",10,14,38.3760217983651,40.9373297002725,8.7016348773842,4.40599455040872,5.13623978201635,8.13351498637602,4.40599455040872,8.55313351498637,7.28882833787466,4.40599455040872,4.57901907356948,36690.3225806452
"87",10,15,36690.3225806452,36690.3225806452,1.13066599139023,36690.3225806452,36690.3225806452,1.008792661996,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"88",10,16,36690.3225806452,36690.3225806452,1.95685345662002,36690.3225806452,36690.3225806452,1.02846829201635,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"89",10,17,36690.3225806452,36690.3225806452,3.60950272982145,36690.3225806452,36690.3225806452,5.86879150066401,18.9933008705917,1.29511583296444,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"90",10,18,36690.3225806452,36690.3225806452,1.13173228346457,36690.3225806452,36690.3225806452,1.03937007874016,53.0042519685039,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"91",10,19,36690.3225806452,36690.3225806452,1.00102823111345,36690.3225806452,36690.3225806452,1.51361912674388,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"92",10,20,36690.3225806452,36690.3225806452,2.07411691296209,36690.3225806452,36690.3225806452,4.44874518696638,1.00380476965924,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"93",10,21,36690.3225806452,74.1017361846284,17.4791798997812,2.63222528054203,3.1488460724116,106.336756298963,2.45204319288588,2.95204319288588,14.8380266779589,1.26466229091679,1.48962523819606,36690.3225806452
"94",10,22,36690.3225806452,36690.3225806452,36690.3225806452,3.01925141892928,1.4578923147722,5.89684000613591,1.66887175947231,36690.3225806452,9.21038502837859,1.19174720049087,2.74879199263691,36690.3225806452
"95",10,23,36690.3225806452,36690.3225806452,29.3939634210804,36690.3225806452,36690.3225806452,1.00943923398728,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"96",10,24,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,1.00006782961905,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
